-7.42682, -8.03514, 13.956, -3.84965, 7.19651, 1.24629, 2.40575, -0.322473, -7.38766, -3.4799, -3.06672, 13.8189, -6.04538, 6.53084, 0.768478, 0.927711, 0.899875, -3.89102, -8.94465, -2.89407, -4.0516, 1.87706, 2.41617, -2.28909, 2.88108, -4.02423, 0.919784, 3.12036, 0.232888, -2.04948, 4
11.5614, 5.3161, 2.64909, 7.13798, -6.34513, -12.7714, 2.19099, 7.21322, 9.36169, -0.214484, 2.45828, 8.06788, -0.645818, -9.95121, -8.42435, -4.07454, 3.05479, 8.9409, 9.57159, 1.19823, -0.199729, -1.10774, 5.72334, 3.52273, -2.99452, -7.16466, -6.58584, -0.337875, -4.28957, 2.24329, 2
-7.75689, 9.08219, 12.5887, -3.71436, 6.05359, 6.3179, 1.56341, 0.0847659, -3.96907, 1.26632, 4.17986, -0.730124, -3.73749, 0.476587, -6.80123, 1.26391, -3.88713, 5.96129, -5.9335, -4.72635, -0.752043, -2.29819, -0.521359, -3.46497, -3.65641, 5.76275, 1.98132, 5.03421, -3.55409, -2.55904, 1
-12.3219, 4.08799, 2.24803, -7.63786, -6.59314, 0.276357, 1.06698, 3.0064, -3.40259, -3.62614, -6.42282, -0.663972, -3.52302, 3.4529, -1.53196, 2.61246, 0.0604741, 2.00249, 2.31446, 0.512446, 0.242845, 1.6019, -2.38148, -1.1532, 2.03621, 1.7929, 0.910092, -1.55753, -0.661824, -1.24778, 1
3.13968, -6.68614, -10.4046, -4.07766, -13.9287, 1.33639, -3.63851, -7.83571, 0.881494, 1.46932, 0.664133, -1.06403, -0.866343, 0.711784, 0.721087, 3.41742, 1.16884, -1.02698, -3.21121, -5.3225, 3.94573, -0.622194, -2.49599, -0.454719, -8.02882, -2.69694, 2.36031, -3.27142, 1.7637, -2.88965, 4
-8.35355, -1.02518, -8.79644, -8.38282, 3.81339, 3.65809, 2.04416, -3.1598, 2.6867, -1.98736, -1.18894, -2.76588, -2.08582, 2.38526, -2.76002, -0.201947, 0.7184, -0.508335, -0.882666, 3.60891, -3.63363, -1.53023, -1.67907, -1.42727, -0.445654, -0.0659933, -0.611121, 2.30687, -0.761065, 1.64665, 1
-2.04774, 3.93716, 4.44699, -10.773, 3.11566, 0.157261, -0.204524, 2.28042, -3.78806, -0.711524, -9.5089, -5.2092, -4.00687, 1.87904, -0.535305, -0.757067, -3.55562, -0.149709, 0.314675, -2.48706, 1.21484, 1.50866, -0.262684, 0.403865, -0.93296, -0.305719, 2.30571, -1.3324, 2.8937, 2.64608, 1
0.475859, 1.95307, 20.8992, 2.80461, -1.89093, -6.69248, 3.30293, -5.18567, 7.2728, -8.17413, 4.7763, -5.72392, 5.77198, -2.64352, 0.05162, -2.37926, -0.506054, -0.607817, 1.7779, -1.9866, -0.0328479, -0.730488, 1.9713, -1.78324, 0.77101, 1.01628, 3.56416, 0.220035, 3.82615, 1.97528, 0
17.6873, 23.6273, -4.08325, -1.8286, 6.05228, 7.53233, -2.09978, -3.75493, -7.79653, 3.13668, -7.50883, 0.517374, 2.88008, -4.17613, 1.84263, -1.2188, -1.3409, -5.13425, 1.82403, 1.02805, -4.73952, -1.35039, -2.69147, -3.85505, 6.92614, 2.64207, 3.22329, -2.12682, 0.0436679, 1.93629, 0
-20.0756, -7.18866, -7.41709, 1.03812, 4.48033, -6.14979, -3.50519, -3.68626, -4.09273, -1.27681, 7.34804, 10.7867, 4.83178, 2.18974, -1.01564, -0.832161, -4.29609, -2.92903, -1.16952, 0.365302, 0.394503, -2.401, -1.56161, -1.97084, -2.70277, 6.00907, -1.18428, 4.50798, 0.160433, -2.9608, 4
0.141862, -1.65359, -8.97783, -3.98521, 16.2415, 3.34855, -3.9933, 4.62696, 7.25069, -10.5996, 8.5381, -5.07825, -2.79157, 3.9232, 3.66285, 1.34628, -2.37742, 4.84974, 4.03571, 0.228223, -4.36162, 1.09364, 5.54285, -6.06276, -0.567566, 1.55777, 3.32602, 2.25162, -3.01637, -2.99107, 2
-1.42527, -2.8759, -4.29798, -1.3745, 11.4836, 0.293843, -2.03673, 10.7899, 3.52745, -10.31, -1.65451, -1.12034, 2.47721, -1.88303, 3.86451, -1.97119, -2.44742, -0.0379135, 2.84505, -3.57339, -0.911021, 0.153317, -6.3924, -4.55614, -0.236054, -1.19532, 4.37257, -2.17321, 0.580567, 3.15531, 2
16.3916, 15.8156, -16.2996, 12.279, -6.04223, -7.62709, 8.26111, 7.21223, -4.11946, -2.84928, -0.886958, -3.45449, 4.24875, 3.83124, 0.283267, -0.396799, -3.4786, 2.82234, 1.1192, -3.18988, -4.75545, -0.398943, 1.73145, 3.72157, -0.747959, 0.983299, 2.67842, -2.31528, -1.15776, -1.14447, 3
-5.86495, 7.56965, 13.4623, -13.3542, -7.47015, 3.12452, -2.76809, -0.699652, -6.15689, -3.61458, 8.48588, -1.78839, -2.03672, -5.11512, 2.05604, -2.77081, -0.531815, -3.06098, -1.48963, 2.3455, 3.35638, -1.37787, 3.78794, 2.9243, -2.13003, -4.36443, -6.48166, -1.72085, -3.42186, -4.82839, 1
-10.1572, 0.807564, -1.3623, -1.49891, -2.44238, -4.79268, 0.374685, 2.28002, 0.139399, -1.83621, -2.1357, 0.807558, 0.147781, -2.76679, 1.10141, 2.39801, 1.21291, 0.469428, 0.373511, 1.11267, -0.644407, 1.87761, 0.923128, 4.00033, -1.42866, -1.61897, -3.89109, 1.19869, 0.791083, 0.82622, 2
-16.9395, -14.4948, -10.6496, 1.47913, -4.06782, -2.22893, -8.04776, 3.77502, -3.3929, -2.9027, -2.68467, 2.23638, 0.235487, 2.06444, -1.52897, -3.78643, -2.73139, -3.20767, -2.82151, -1.39827, 0.868644, -5.59627, -2.05484, -0.582856, -0.0600694, -0.975986, 0.573803, 3.47786, 3.78764, -0.0703654, 4
-11.1369, 16.6464, 15.7239, -3.60095, -4.94295, -1.2628, 3.67281, 1.31728, 1.78705, -5.17786, 0.294088, 2.79342, -1.62649, 8.27204, 7.48578, 0.701789, 9.81831, 1.98252, 1.90438, -4.31565, 4.06986, -3.72601, 0.677109, -5.66186, 1.16442, 0.800619, -2.87164, -4.0074, -2.11893, -0.311533, 1
-2.89643, 19.9164, 11.5002, -8.78597, 0.986461, -1.81638, -3.99643, 0.409634, -1.07424, 7.64033, 6.26209, 0.774258, -1.50181, -1.89922, 0.258297, -4.07101, -1.39991, -1.90478, 0.72838, 2.06881, -7.21383, -0.0667103, 2.94429, 2.38331, 3.84758, -4.51931, 5.50429, 4.81973, -1.95703, -1.5765, 1
-4.00581, -2.6246, 0.780588, -2.96114, -3.40111, -0.866708, -10.2568, 6.154, 6.95604, 7.25081, -0.502108, 2.92091, 3.00181, -0.630689, 3.6711, 1.94796, -2.93423, 0.382604, -1.71773, -2.11125, -0.486935, 3.26472, 0.376302, -1.72668, -1.42152, -1.29355, -1.04118, 0.604294, -0.945824, -0.285457, 2
