-615.444, 176.679, -415.546, 429.675, -76.0888, -454.966, 150.29, -284.625, -128.368, -523.572, -58.6509, 285.912, -124.657, -44.6234, 273.29, -85.4913, -40.5793, -197.555, -94.8656, 273.369, 67.9575, -273.421, 141.324, 144.65, -77.2766, 38.8061, -281.345, -162.92, -103.677, 188.009,   9
-599.019, -199.16, -386.353, -2.85053, -462.543, -106.301, -287.172, -298.529, -214.276, -33.3946, 117.249, -172.337, -77.5253, -32.4645, 610.084, 276.873, -27.6822, 122.83, -153.122, 1.03562, 62.7889, 179.913, -219.132, -74.0306, -235.876, 128.272, -85.2986, -138.036, -275.184, -74.4072,   5
-191.554, 818.372, 197.096, 250.038, -52.5945, -188.18, 69.5771, -24.6793, 300.916, -295.93, 344.763, -522.144, -344.092, 60.7997, 112.067, -283.912, 388.275, 37.3512, -335.365, -150.822, 18.3759, 120.246, 2.47554, 108.63, -92.0096, 105.924, 252.746, 14.3944, -81.2188, -81.0371,   9
257.902, 630.575, 759.492, -115.077, 673.129, -186.336, -644.352, -377.646, -661.643, 272.277, -77.4533, -407.497, 260.619, 199.606, -174.453, 242.318, 209.56, -420.033, -105.43, -7.75317, 150.072, -291.43, -123.441, 200.344, 28.5188, 42.5566, 18.4689, -203.374, 199.38, -15.6736,   4
571.364, 209.782, 462.565, 114.742, 107.762, -309.254, 1213.87, -466.44, 96.1493, -46.5616, 267.662, 450.726, 45.4464, 118.525, -183.669, 27.1811, 112.695, 394.793, 381.222, -108.675, 179.03, -257.024, -349.847, 2.81394, 153.197, 61.932, -51.8721, 66.1487, -58.0927, 146.251,   2
243.625, -226.044, -331.334, 665.22, -215.878, 492.228, -364.64, -296.244, 28.9036, 124.542, -181.244, -115.589, -99.8119, 369.556, 473.345, 177.921, 410.973, -181.548, 54.3677, -147.248, -25.6557, -87.475, 60.6258, -215.817, -316.873, -33.1419, -30.04, 342.098, -8.39643, 233.61,   5
1955.15, -465.514, -223.233, 21.3712, -360.779, 53.547, 5.13981, 530.189, 220.017, -114.034, -270.853, -192.15, -20.3342, -19.5756, -102.436, 252.055, 0.0714091, 192.246, 122.42, -82.9234, -20.7192, 95.2975, -58.7915, 143.443, 24.7391, 294.735, 4.5215, -41.1216, 93.6184, 245.421,   0
-63.5759, 777.307, -499.344, -87.1013, -90.915, 154.809, -535.509, -104.479, 349.628, -315.241, 246.797, -323.857, 119.942, -287.505, -149.465, 188.062, -143.734, -50.397, 158.663, -109.565, 47.0495, 128.976, 89.986, 143.556, -21.9374, -96.8159, 200.78, 345.971, -223.605, 118.945,   4
-422.535, 387.912, -514.518, 585.96, 205.046, -69.7211, -77.1644, 183.504, 86.5847, -594.699, 166.924, 19.2822, 252.503, -58.0149, 236.724, -1.595, 276.369, -189.357, -1.40694, 155.173, 178.531, -257.957, 20.8437, 166.097, -63.9424, 7.11302, 56.0143, -181.112, 189.862, 185.874,   9
-487.562, -401.54, -92.2534, 176.811, 138.814, 69.2928, 231.131, 39.3963, 178.208, 130.061, 91.9311, -374.055, -244.168, -310.077, -95.6862, -213.841, 64.2171, 210.535, -112.871, 282.847, -163.395, 194.875, 316.258, 65.3703, 195.548, -42.6547, -134.995, 171.548, 248.823, -106.926,   8
-978.218, -358.819, 31.7265, -108.853, -518.245, 170.246, 114.115, 213.21, -139.415, 71.2568, 298.966, -93.9832, 111.791, 43.2094, -279.167, -123.344, -36.2015, -74.0359, -140.818, 36.242, -32.0573, 53.0404, -181.343, 9.18184, -259.415, -4.50037, 63.7834, -7.86582, -19.3004, -81.8446,   1
1552.59, -250.398, -140.137, -17.4396, -1050.14, -437.166, 466.871, 77.3467, -575.502, 361.062, 60.5346, -146.461, -164.034, -128.755, 26.0006, 6.97644, 543.949, -231.856, 113.576, 12.3807, 329.736, -368.178, 95.7574, -142.517, -60.8311, 188.584, 62.5117, -230.487, -145.387, -70.4692,   0
-317.007, 257.516, -571.618, 647.397, 68.1885, -222.687, 27.8817, 44.6544, 28.3858, -669.165, 178.39, 282.115, -22.399, 66.231, 306.335, 4.78808, 138, -196.292, -268.796, 209.196, 79.7985, -395.999, 1.39161, 105.858, -112.737, -45.4932, -154.53, -231.628, 122.497, 272.595,   9
